baseline_presacc_mean,baseline_presacc_STD,baseline_presacc_raw_mean,baseline_presacc_raw_STD,max_visual,mean_visual,max_memory,mean_memory,max_visual_raw,mean_visual_raw,max_raw_memory,mean_memory_raw,Visual_response_STDFromMean,memRespSTDfromMean,above_mean+SD_visual_response,above_mean+SD_memory_response,last_baseline_mean,first_memory_mean,TaskType,baseline_max_raw,visual_response_strength,memory_response_strength,memory_presacc_raw_mean,visual_presacc_raw_mean,baseline_raw_mean,memory_latency,visual_latency,memory_raw_latency,visual_raw_latency,visual_vs_memory_ttest,baseline_vs_memory_ttest,baseline_presacc_max,baseline_max,memory_presacc_max,memory_max,visual_presacc_max,visual_max,baseline_presacc_mean_narrow,baseline_mean,memory_presacc_mean_narrow,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ranksum,memory_response_BC,baseline_presacc_max_raw,memory_presacc_max_raw,baseline_presacc_max_narrow,baseline_max_narrow,memory_presacc_mean_psth,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ttest_from_mean,visual_vs_baseline_ttest,memory_vs_baseline_ttest,visual_vs_memory_ztest,visual_vs_baseline_ztest,memory_vs_baseline_ztest,visual_vs_memory_ttest_h,visual_vs_baseline_ttest_h,memory_vs_baseline_ttest_h,memory_vs_presacc_baseline_ztest,last_baseline_max,first_memory_max,last_baseline_median,first_memory_median,baseline_presacc_median,baseline_median,memory_presacc_median,memory_median,visual_presacc_median,visual_median,memory_vs_baseline_median_ztest,memory_vs_baseline_median_kstest,baseline_modulation_perisacc_max_ranksum,memory_vs_baseline_median_ztest2,baseline_modulation_median,median_visual_response_BC,baseline_modulation_median_gauss,visual_response_median_gauss_BC,memory_response_gauss_mean_BC,memory_response_gauss_max_BC,memory_response_gauss_median_BC,baseline_presacc_gauss_mean,baseline_gauss_mean,baseline_presacc_gauss_mean_narrow,baseline_gauss_mean_narrow,visual_presacc_gauss_mean_narrow,visual_gauss_mean_narrow,baseline_presacc_gauss_max,baseline_gauss_max,memory_presacc_gauss_max,memory_gauss_max,visual_presacc_gauss_mean,visual_gauss_mean,baseline_presacc_gauss_median,baseline_gauss_median,memory_presacc_gauss_median,memory_gauss_median,visual_presacc_gauss_median,visual_gauss_median,baseline_narrow_gauss_mean,memory_narrow_gauss_mean,visual_narrow_gauss_mean,baseline_narrow_gauss_max,memory_narrow_gauss_max,visual_narrow_gauss_max,baseline_narrow_gauss_median,memory_narrow_gauss_median,visual_narrow_gauss_median,memory_gauss_mean_BC,memory_response_gauss_max_BC2,memory_response_gauss_median_BC_narrow,visual_response_gauss_mean_narrow_BC,visual_response_gauss_max_narrow_BC,visual_vs_baseline_gauss_median_narrow,visual_response_mean3_BC,memory_1st_vs_4th_Q_max_ranksum,visual_1st_vs_4th_Q_max_ranksum,new_saccade_baseline_max_ranksum,visual_geomean,visual_geomean_BC,memory_median_latency,visual_median_latency,visual_vs_base_median_p,memory_latency_in_50ms_of_max,visual_latency_in_50ms_of_max,memory_latency_sliding_ranksum,visual_latency_sliding_ranksum,memory_latency_sliding_above_baseline,visual_latency_sliding_above_baseline,memory_latency2,visual_latency2,baseline_presacc_spike_median,baseline_spike_median,memory_presacc_spike_median,memory_spike_median,visual_presacc_spike_median,visual_spike_median,baseline_modulation_spike_median,memory_response_spike_median_BC,visual_response_spike_median_BC,visual_response_spike_median ,memory_response_strength_vs_2D_baseline,memory_response_2D_mean_BC,memory_response_2D_median_BC,early_baseline_mean,early_baseline_max,early_baseline_median,last_memory_mean,last_few_memory_mean,last_memory_max,last_few_memory_max,last_memory_median,last_few_memory_median,visual_modulation_max_perisaccadic,baseline_presacc_median_raw2,baseline_median_raw2,memory_presacc_median_raw2,memory_median_raw2,visual_presacc_median_raw2,visual_median_raw2,baseline_modulation_mean,baseline_modulation_median_ranksum,baseline_presacc_narrowwindow_median,baseline_narrowwindow_median,baseline_presacc_narrowwindow_mean,baseline_narrowwindow_mean,baseline_presacc_narrowwindow_max,baseline_narrowwindow_max,visual_median_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_presacc_narrowwindow_max,visual_narrowwindow_max,memory_narrowwindow_median,memory_presacc_narrowwindow_mean,memory_narrowwindow_mean,memory_presacc_narrowwindow_max_narrow,memory_narrowwindow_max,baseline_modulation_perisacc_median_narrow_window,baseline_modulation_perisacc_mean_narrow_window,baseline_modulation_max_perisacc_narrow,visual_modulation_median,visual_modulation_mean_narrow,visual_modulation_perisacc_max,visual_median_BC,visual_response_mean5_BC,visual_response_peak_BC,memory_vs_base_median_p,memory_response_spike_mean_narrow_BC,memory_response_peak_BC,baseline_median_perisaccadic_modulation,baseline_mean_perisaccadic_modulation,baseline__modulation_perisacc_max,visual_median_perisaccadic_modulation2,visual_mean_perisaccadic_modulation,baseline_pre_vs_eyepos_median,baseline_pre_vs_eyepos_mean,baseline_pre_vs_eyepos_max,baseline_modulation_max,mem_vs_vis_indices,memory_pre_vs_post_sacc,baseline_VS_memory_mean_Indices,pre_vs_post_baseline_mean_indices,subject
3.87E-16,1,4.3843,3.423,19.83,6.9958,37.606,8.2635,72.967,62.201,43.636,13.082,19.83,37.606,1,1,15.952,15.952,3,98.24,4.30E-12,0.99034,4.4779,5.6966,19.338,14,-66,205,9,0.0002934,0.020393,46.595,211.47,41.667,171.11,49.708,229.53,4.3117,31.229,4.6315,25.165,5.7322,43.903,5.79E-08,0.98793,13.196,7.2727,32.258,161.29,20,70,52.632,118.42,2.48E-09,4.46E-19,0.037506,-5.3,-7.1213,2.2551,1,1,1,-7.4725,111.11,111.11,0,0,0,1.7921,0,1.1111,0,17.544,0.40756,0.6582,1,1.9179,0.00013942,0.00032694,0.00015227,1.85E-05,0.86008,0.8671,0.65783,4.3341,12.7,4.6207,11.438,5.8267,24.175,32.52,72.773,30.432,70.916,34.765,111.49,0,3.3437,0.62126,2.3403,0.88952,9.7386,13.786,8.8165,20.536,48.832,33.09,74.298,6.3055,4.4227,9.5168,0.96764,0.98001,0.88662,3.09E-06,1.01E-06,0.00015704,2.37E-12,1,6.56E-10,3456,0,1,110,-66,0.0015122,1,-59,23,36,91,21,91,-59,0,4,0,4,0,5,3.90E-11,0.69852,2.77E-12,5.21E-13,0.01961,0.024472,0.69901,27.063,211.11,0,24.752,30.033,222.22,200,0,0,1.26E-12,4.3988,16.129,4.5455,9.0909,4.7847,27.512,2.09E-11,0.33317,0,23.297,3.8302,50.917,23.297,211.47,27.778,5.16,58.308,29.24,229.53,13.333,4.4662,41.176,23.889,170.56,0.00013942,7.98E-12,2.22E-11,1.86E-06,8.13E-14,1.30E-13,0.2961,0.099323,0.15975,0.97244,0.98774,0.99082,1,3.57E-10,4.54E-09,9.14E-05,5.35E-13,1,2.43E-05,0.00048361,2.88E-10,0.14582,0.60836,-0.10549,0.63889,1
2.66E-16,1,2.9867,5.3598,3.5284,0.23516,4.4904,0.17912,3.6364,3.6364,5.0505,0.73918,1.524,4.0294,1,1,4.9505,0,3,12.397,0.78916,0.42554,0.56006,0.10801,1.2041,-116,-48,1,1500,0.012203,0.777,35.354,30.303,7.4074,33.333,2.2222,13.333,2.5503,3.0503,0.61117,3.0803,0.19802,1.1881,0.99667,0.52283,20.661,3.0303,90.909,45.455,22.222,22.222,20,20,0.012798,0.080339,0.9775,2.7135,-1.7213,0.057246,1,0,0,-1.319,55.556,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0.050792,0.045543,1,2.619,0.45125,0.61274,1.8511,0.20081,0.3971,25.654,3.6267,5.477,15.067,2.6011,3.1836,0,0,0,0,0,0,0.89804,2.5346,0.68356,3.6267,11.255,3.1836,0.15935,0.27266,0,0.10572,0.095041,0.29899,0.5,0.5,1,0.7226,1,1,3456,0,1,-116,-48,1,3333,4445,3452,3452,101,6125,101,-48,0,1,0,1,0,1.5,0.00022894,0.47996,0.012821,2.97E-07,0.85109,0.9726,1,3.7404,33.333,0,0,4.4004,0,44.444,0,0,0.042596,0,0,0,1.0101,0,0,0.33474,1,0,0,0.59418,5.3476,10.101,30.303,0,0,2.3529,0,13.333,0,0.60518,5.2772,6.1728,29.63,1,0.015629,0.053116,1,0.010372,0.010372,1,0.97292,0.97292,1,0.55089,0.57891,1,0.73777,0.73731,1,0.042596,1,0.5914,0.47392,0.60138,-0.42857,0.63636,0.047619,-0.076923,1
0.001,1,21.115,9.2217,6.2483,0.047901,3.9456,0.058436,31.194,25.995,53.535,23.169,6.2473,3.9456,1,1,9.901,29.703,3,75.758,0.92646,0.57659,22.712,11.569,25.261,-94,356,-60,1500,3.21E-11,0.54596,166.67,236.11,170.37,223.46,91.503,137.25,19.756,37.129,23.127,33.419,11.605,17.936,1,0.80022,37.879,43.434,83.333,208.33,77.778,77.778,39.216,68.627,1.10E-10,0.00055534,0.35152,5.97,-3.1772,0.84241,1,1,0,-3.2036,111.11,222.22,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.64887,0.91929,0.13018,0.15639,0.13918,20.415,21.334,22.926,27.183,11.475,9.4668,116.51,111.02,119.97,125.2,65.423,56.338,4.6777,6.9075,6.1212,10.744,2.8236,1.3089,19.444,28.169,9.4958,65.905,103.76,37.693,12.029,14.912,3.0506,0.13005,0.053001,0.32142,0.92232,0.81209,0.94924,0.69213,1,1,3456,0,1,-124,-124,1,3333,4445,-44,10,62,125,62,356,1,7,1,7,0,3.75,0.00014474,0.57406,0.00016004,1.75E-16,0.86277,0.41061,1,45.875,277.78,0,14.851,20.792,166.67,166.67,0,0,4.33E-05,22.727,22.727,23.232,23.232,11.586,11.586,0.005563,1,0,0,24.691,48.293,138.89,236.11,0,12.517,26.144,64.27,136.17,0,21.302,42.58,109.88,222.22,1,0.010952,0.063791,1,5.14E-08,1.01E-08,1,0.99997,0.99994,1,0.93589,0.59657,1,0.75078,0.81296,1,0.0007436,1,0.064265,0.8362,0.139,-0.23898,0.1348,-0.027535,0.17241,1
0.001,0,0.001,0.001,4.3183,0.001,3.4465,0.027721,9.8814,6.5876,8.2645,1.6898,4.3173,3.4465,0,1,0,0,3,7.5758,0.0099122,0.096336,1.6365,1.5067,0.62713,160,312,-101,-88,0.44279,0.17466,0,18.519,17.677,53.03,12.077,41.063,0,1.6502,2.0002,5.4505,1.5067,4.52,0.68099,0.088037,0,8.2645,0,83.333,45.455,45.455,43.478,43.478,0.61378,0.033019,0.17752,0.47048,-2.3201,-1.3529,0,1,0,-2.3648,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.92803,0.31581,0.29273,1,0.00073133,1.6546,1.8733,3.7748,1.5089,1.2007,0.073864,13.298,12.657,26.457,8.7316,7.148,0,0,0.35886,0,0.15242,0,3.1205,3.4854,1.3026,13.298,13.892,5.5469,0.29214,2.7187,0.21148,0.55198,0.48692,0.57308,0.75332,0.73912,0.79726,0.010612,1,2.75E-06,3456,0,1,200,312,1,3333,4445,-18,-113,-11,-58,200,312,0,1,0,2,0,2,0.25,0.33333,0.0060606,4.98E-06,0.19267,0.17607,1,1.9802,22.222,0,11.001,7.1507,111.11,66.667,0,0,0.0057319,0,0,2.0661,2.0661,0,0,0.45455,1,0,0,0,3.268,0,18.519,0,2.1313,7.199,12.077,38.647,0,1.0893,8.0214,7.5758,40.404,1,0.45455,0.45455,1,0.011814,0.011814,1,0.17656,0.17656,1,0.19927,0.19923,1,0.45455,0.45455,1,0.010168,1,1,1,0.45455,-0.12719,0.5,0.48235,1,1
0.001,1,1.177,3.0593,0.74913,0.001,1.9625,0.001,31.621,22.727,39.256,19.252,0.74813,1.9615,0,0,4.9505,4.9505,3,34.965,1.07E-05,0.10042,28.967,23.735,3.867,-124,-124,-101,-101,0.60138,0.63313,17.094,119.66,123.74,138.89,128.02,154.59,1.354,11.805,29.103,30.428,23.796,28.699,0.44558,0.026253,10.49,43.388,38.462,38.462,90.909,68.182,108.7,65.217,0.82382,0.44966,0.034755,-0.13684,-0.84712,-1.939,0,0,1,-4.4029,55.556,55.556,0,0,0,0,20.202,20.202,7.2464,12.077,-2.2098,0.013561,1,-2.2886,0.35597,0.039307,0.35597,0.67386,0.069246,0.15157,0.026628,1.3347,9.2883,28.875,20.822,23.708,18.825,12.239,64.438,88.135,72.756,94.925,82.09,0,0.85324,22.653,14.847,12.838,10.086,17.225,17.75,22.519,61.729,50.394,68.685,4.8943,14.272,13.727,0.35982,0.37329,0.26592,0.78708,0.70995,0.83241,3.71E-06,1.99E-07,1,3456,0,1,-124,-124,0.039307,3333,4445,-79,-100,5,-2,5,-100,0,2,0,11,0,8,0.0048077,0.0054196,2.96E-05,1.92E-05,0.20083,0.052506,0.027122,8.9109,66.667,0,59.406,48.405,277.78,188.89,0,33.333,0.22341,0,0,28.926,18.595,21.739,15.81,0.00024112,1,0,4.2735,0.41897,22.457,8.547,119.66,24.155,24.676,38.932,89.372,147.34,30.303,31.145,43.573,103.54,138.89,0.35597,1.97E-05,0.00014266,0.11892,0.052218,0.0096831,0.056096,0.022599,0.035458,0.01105,0.053321,0.10042,1,0.0085636,0.0098936,0.2258,0.19846,1,0.34834,0.42378,0.00054117,0.053498,0.057692,0.07438,0.75,1
0.001,1,5.0791,4.624,9.4803,0.3318,4.1688,0.27869,10.87,9.3874,7.7369,2.6259,9.3836,4.1678,1,1,4.9505,0,3,25.974,0.32816,0.99072,2.2598,1.3893,4.3003,-32,56,1,1500,0.30786,0.037965,43.651,79.365,21.277,53.191,14.493,44.686,5.4613,10.333,2.2119,6.1091,1.3632,4.5678,0.88479,0.99734,19.481,4.8356,71.429,35.714,21.277,21.277,21.739,32.609,0.1596,5.39E-05,0.018324,1.1993,-4.3813,2.7868,0,1,1,-0.36504,55.556,0,0,0,0,0,0,0,0,0,1,1,1,-0.50679,1,1,0.44997,0.48678,0.99993,0.99978,0.9345,5.3547,7.408,2.2434,2.8643,1.3694,2.897,29.623,50.786,15.595,20.457,10.997,22.421,0.82269,0.11985,0.2733,0.1517,0.078788,0.21976,6.6779,2.7238,2.1309,37.933,13.058,8.8813,0.83223,0.69354,0.64955,0.9996,0.99979,0.98099,0.29903,0.27747,0.37229,0.60467,6.59E-10,1,3456,0,1,-124,56,1,3333,4445,-113,-33,57,-61,57,56,0,3,0,1,0,1,1.56E-06,0.99803,8.79E-06,6.98E-12,0.019517,0.005622,1,12.431,88.889,0,14.851,11.881,111.11,100,0,0,9.08E-06,3.2468,3.2468,1.9342,1.9342,0.98814,0.98814,0.02433,1,0,0,3.1902,14.006,19.841,79.365,0,1.7998,8.0752,9.6618,43.478,1.182,2.3409,10.43,13.002,52.009,1,0.00017056,0.00012084,1,1.57E-07,2.03E-07,1,0.99952,0.99971,0.30615,0.96676,0.99209,1,0.38894,0.036267,1,5.90E-06,1,0.46158,0.69953,0.01568,-0.086899,0.42857,-0.19745,0.29032,1
2.13E-16,1,2.6681,3.9337,7.3384,0.001,4.4504,0.4169,29.981,28.691,32.882,12.653,7.3374,4.4494,1,1,9.901,9.901,3,35.714,1.37E-05,0.0042486,10.562,8.9722,3.4403,-2,-2,56,120,0.3821,0.012535,31.746,59.524,73.286,115.84,62.648,104.02,2.8289,7.7793,9.9829,19.615,9.0466,15.027,0.79033,0.0017358,16.234,23.211,35.714,71.429,53.191,63.83,42.553,63.83,0.085111,0.0011969,0.0075414,0.80758,-3.7771,-2.9226,0,1,1,-4.7565,55.556,55.556,0,0,0,0,1.182,3.5461,0,0,-0.93858,0.17397,1,-1.626,1,1,0.16491,0.2744,0.034959,0.0043114,0.022534,2.7721,5.9132,10.046,13.221,8.9457,12.074,22.144,36.794,50.907,60.051,46.244,59.499,0,0.19964,3.2405,5.9685,1.7902,3.0061,3.0486,9.9748,8.1971,18.802,36.042,36.625,0.46868,5.702,2.6565,0.050207,0.070816,0.01153,0.29919,0.093301,0.58148,9.23E-07,1,1,3456,0,1,-2,8,1,-33,-9,82,13,50,-58,50,-2,0,1,0,2.5,0,3,5.94E-06,0.032371,2.20E-07,1.53E-13,0.0084971,0.0034716,0.34795,8.9109,66.667,0,54.455,36.524,277.78,188.89,0,11.111,7.29E-06,0,0,10.638,12.573,9.6712,5.8027,0.0086318,1,0,0,2.1008,11.204,11.905,59.524,4.7281,7.8802,23.316,41.371,104.02,10.638,12.632,29.134,61.466,115.84,1,0.00050112,0.00068,0.021575,1.71E-09,6.75E-09,0.13569,0.00023544,0.00085787,0.05197,0.0014289,0.0042486,1,0.038546,0.042204,1,7.93E-05,1,0.47008,0.33813,0.035098,-0.053763,0.225,0.32114,0.30435,1
1.37E-16,1,0.58241,1.2881,6.9217,1.0969,7.9305,1.3365,7.2727,6.3636,8.5995,2.0055,3.0788,6.3916,1,1,4.9505,4.9505,3,8.0214,0.00087524,0.12542,0.66899,0.35104,1.7176,46,106,37,325,0.20228,0.24124,9.8039,35.948,7.5075,45.045,3.3333,36.667,0.64712,3.4945,0.66899,4.8167,0.29703,3.8614,0.92991,0.079259,5.3476,2.457,29.412,29.412,13.514,13.514,10,30,0.20659,2.41E-09,0.15258,1.4751,-5.881,-1.4101,0,1,0,-4.3012,55.556,55.556,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.16354,0.061952,0.080158,0.17383,0.71478,1.4685,0.68008,2.5351,0.33325,1.2613,8.0045,13.805,5.7743,21.039,3.4777,9.524,0,0,0,0.075538,0,0.056654,0.64075,2.3668,1.0256,3.5435,9.9135,4.6556,0.10311,0.81927,0.11403,0.19986,0.18636,0.28926,0.17721,0.17863,0.19418,0.00040948,1,1,3456,0,1,46,106,1,3333,4445,3452,43,6125,-75,46,106,0,0.5,0,1,0,1,0.035088,0.28571,3.41E-06,1.14E-11,0.25083,0.15852,1,2.9703,33.333,0,9.901,4.9505,111.11,55.556,0,0,2.12E-09,0,2.6738,0,1.2285,0,0.90909,0.0033133,1,0,0,0,6.3437,0,32.68,0,0.39216,6.9063,2.2222,36.667,0,0.79491,8.3907,4.5045,45.045,1,0.00024625,0.00022755,1,4.88E-10,4.50E-10,1,0.38808,0.38065,1,0.078136,0.060776,1,0.12342,0.1439,1,2.04E-09,1,0.95852,1,0.0064062,-0.10254,0.71429,0.11232,0.57143,1
2.42E-16,0.83712,0.29121,0.83712,6.5069,1.3644,9.1785,2.0451,6.6288,5.3662,9.5694,2.4359,2.0738,6.9627,1,1,4.9505,9.901,3,10.695,9.95E-06,0.36659,0.39083,0.12189,2.6295,-60,100,-75,313,0.019053,0.70103,3.268,49.02,4.386,52.632,1.1574,37.037,0.29121,4.9181,0.39083,5.7177,0.10314,3.7129,0.98759,0.28689,2.6738,2.3923,29.412,29.412,13.158,52.632,10.417,20.833,0.013066,1.42E-12,0.49394,2.2441,-6.5773,-0.56248,1,1,0,-4.7202,55.556,55.556,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.34661,1,0.78747,0.70618,0.52767,0.29347,3.1925,0.38964,3.0642,0.10842,0.75226,2.4785,23.787,3.1338,21.727,1.0271,6.9433,0,0.035015,0,0.2188,0,0,2.9004,2.3677,1.2142,15.551,10.959,5.7202,0.30932,0.33965,0.14708,0.9035,0.92244,0.55641,0.035605,0.037835,0.011473,1.42E-05,1,1,3456,0,1,-60,100,1,3333,4445,3452,3452,199,-122,199,100,0,1,0,1,0,1,8.51E-06,0.54545,6.33E-06,5.94E-11,0.73317,0.57379,1,4.9505,44.444,0,9.901,3.9604,55.556,33.333,0,0,1.77E-11,0,2.6738,0,2.3923,0,0.94697,1.41E-05,1,0,0,0,8.6505,0,49.02,0,0.18155,6.7629,1.1574,37.037,0,0.258,9.8039,1.462,51.17,1,2.13E-06,2.13E-06,1,9.41E-12,1.77E-11,1,0.88816,0.93295,1,0.2281,0.4245,1,9.86E-05,4.49E-05,1,2.40E-11,1,0.15321,0.16058,1.21E-05,-0.17391,0.84615,0.035533,0.875,1
0.001,1,4.7652,3.3949,4.1536,0.2608,3.1008,0.49278,8.7413,7.2844,6.993,2.5963,4.1536,3.1008,1,1,31.353,8.8009,3,21.39,0.74847,0.98282,1.7656,1.3848,6.1975,394,26,1,1500,0.0099596,0.020081,39.216,68.627,16.026,51.282,14.957,34.188,4.5946,9.1568,1.6184,5.3101,1.3328,3.8081,0.96785,0.99809,13.369,6.1189,58.824,58.824,9.6154,19.231,38.462,38.462,0.068452,0.008618,0.0027805,1.8501,-2.5982,2.892,0,1,1,-1.2186,166.67,55.556,0,0,0,0,0,0,0,0,1,1,1,1.7826,0.34661,1,1,0.16814,0.8204,0.77359,0.81963,4.557,3.7571,1.6659,2.9315,1.3786,1.5801,30.384,26.355,12.076,22.992,12.087,12.183,0.49048,0.23484,0.10462,0.068352,0,0.067417,2.9031,3.3007,1.1647,16.05,14.918,4.6859,0.37284,0.72114,0.27127,0.53745,0.52211,0.44306,0.21564,0.22855,0.14243,0.66761,1,1,3456,0,1,390,26,1,3333,4445,-39,-59,-86,-75,394,26,0,2,0,1,0,1,1.17E-06,0.96407,2.04E-06,3.82E-08,0.036147,0.0040275,1,11.001,77.778,0,4.9505,3.9604,55.556,44.444,0,0,0.0085751,5.3476,5.3476,0.87413,2.6224,0,1.7483,0.0094429,1,0,3.268,4.934,14.418,26.144,68.627,0,0.37707,6.4522,2.1368,34.188,0,1.4036,9.1336,11.752,49.145,0.34661,0.0002025,0.0003246,1,1.70E-05,1.67E-05,0.90047,0.99813,0.99932,0.96267,0.9886,0.98849,1,0.8886,0.098232,1,0.0046854,0.34661,0.85969,0.17789,0.0053213,-0.2,0.52381,-0.14465,0.27273,1
4.45E-17,1,20.297,13.104,7.48,1.0757,5.114,0.17072,90.909,69.153,114.83,34.491,7.479,5.113,1,1,27.503,81.958,3,100,0.0024111,0.98763,31.716,26.403,38.576,130,46,217,233,0.18702,0.016769,155.56,283.33,210.53,225.15,195.16,252.14,19.912,51.54,31.672,51.995,27.263,49.04,0.70204,0.4817,50,74.163,150,200,157.89,131.58,76.923,153.85,0.55173,1.67E-06,0.94523,0.53026,-4.7433,-0.045889,0,1,0,-3.9689,277.78,277.78,0,55.556,0,16.667,2.924,32.164,1.4245,14.245,-1.3775,0.084177,1,-1.4879,0.014286,0.039314,0.0060865,0.0023597,0.97155,0.91916,0.84968,20.083,41.995,31.575,32.322,26.983,36.156,115.77,160.48,144.92,125.54,132.57,147.6,6.3133,24.684,12.946,18.867,8.8313,17.35,46.624,28.496,36.151,136.98,88.761,113.8,32.056,19.091,22.16,0.94329,0.91582,0.88813,0.0012714,0.011125,0.00090404,2.76E-05,1,1,3456,0,1,44,46,0.61482,3333,4445,-59,-65,123,197,130,46,0.5,10,1,12,1,10,0.0010823,0.098235,7.15E-05,2.14E-11,0.027978,0.9634,0.16835,54.895,333.33,11.111,68.757,54.455,277.78,211.11,55.556,33.333,0.0068527,18.182,36.364,28.708,26.316,25.641,29.138,0.00043964,0.076716,5.5556,33.333,20.153,72.004,122.22,283.33,22.792,23.546,61.226,123.93,250.71,55.556,28.322,68.513,152.05,225.15,0.059346,0.00024087,0.0014893,0.0007755,6.24E-09,9.18E-08,0.82471,0.90373,0.95188,0.068391,0.6602,0.98763,0.077583,0.005777,0.030898,0.0018612,1.05E-06,1,0.56915,0.44222,0.0035501,0.05655,0.033557,-0.11443,0.29114,1
0.001,1,7.4919,4.8427,6.6881,0.21833,8.4456,0.87523,36.585,33.259,50.325,12.793,6.6871,8.4446,1,1,4.9505,44.004,3,48.128,1.26E-06,0.34274,8.4544,12.184,12.457,-10,30,173,185,0.58966,0.84206,65.359,124.18,75.397,126.98,93.496,132.79,7.6684,21.582,8.6437,25.774,11.994,23.746,0.80244,0.19608,18.717,21.104,29.412,117.65,53.571,89.286,60.976,85.366,0.55074,4.47E-05,0.32353,0.85036,-4.0744,-0.85572,0,1,0,-4.605,55.556,166.67,0,55.556,0,0,0,9.9206,0,8.1301,-1.8059,0.035469,1,-0.87793,0.018411,0.051006,0.30639,0.034811,0.15426,0.04174,0.46031,7.7278,11.856,8.6187,13.913,12.061,14.536,44.541,59.655,54.059,71.859,66.777,68.241,0.93694,4.6184,1.2557,3.1417,3.0623,4.4312,10.592,9.1329,12.902,35.371,37.985,46.763,7.451,2.4714,6.3878,0.37121,0.34349,0.63094,0.23496,0.25888,0.20081,3.96E-07,1,1,3456,0,1,-10,30,0.051006,5,4445,-28,-59,18,59,18,30,0,3,0,5,0,4,8.73E-06,0.32466,1.96E-07,3.21E-12,0.68549,0.39215,0.070938,23.762,122.22,0,34.653,19.252,166.67,122.22,55.556,11.111,0.0009107,5.3476,10.695,8.1169,7.3052,12.195,8.8692,0.0004463,1,0,16.34,8.0097,31.078,45.752,124.18,10.84,11.079,33.45,63.686,132.79,23.81,7.1584,34.041,43.651,126.98,0.018411,5.87E-05,8.17E-05,0.0030848,4.82E-10,6.65E-08,0.84038,0.23238,0.2448,0.18999,0.23657,0.34274,0.34661,0.0071124,0.0044594,0.0058928,2.31E-05,1,0.0077053,0.0053019,0.0013965,0.022355,0.2549,0.011152,0.31034,1
2.09E-16,1,0.57121,1.0808,13.636,3.4718,9.3348,0.4253,95.96,89.226,48.951,8.5907,13.636,9.3338,1,1,9.901,14.851,3,10.49,2.41E-11,4.79E-07,6.6641,14.301,1.2736,86,14,-101,-101,4.60E-07,2.13E-07,4.2735,36.325,53.419,126.07,80.247,242.8,0.57121,3.4273,6.7699,16.523,13.405,51.644,3.59E-09,7.62E-08,3.4965,17.483,19.231,38.462,57.692,38.462,55.556,148.15,2.05E-08,9.11E-09,1.54E-07,-5.7867,-5.5692,-5.2496,1,1,1,-6.3392,111.11,111.11,0,0,0,0,0,0,4.1152,24.691,1,1,1,-1.7444,1,0.00035266,0.33628,0.0015235,1.07E-06,1.24E-06,0.0052851,0.56998,0.63249,6.7598,8.0233,13.426,33.902,3.0611,6.4484,37.644,42.631,60.163,129.71,0.052242,0,1.6289,2.5107,6.4701,20.672,1.0529,7.2908,29.842,4.5955,26.116,86.521,0.067417,2.9487,21.342,7.07E-05,7.77E-05,0.0011403,0.0064489,0.0035055,0.038608,2.93E-11,2.58E-18,1,3456,0,1,86,14,0.00035266,3333,4445,-84,-50,-97,-71,86,14,0,2,0,6,0,9,1.52E-09,0.0032333,1.02E-10,1.02E-10,9.58E-07,1.52E-07,1,0.9901,11.111,0,9.901,23.982,111.11,177.78,0,0,4.34E-09,0,0,6.993,5.2448,13.468,30.303,0.0012234,1,0,0,0.37707,6.4103,2.1368,36.325,45.267,17.349,69.596,74.074,240.74,6.4103,5.4885,27.149,29.915,123.93,1,0.00020888,0.00020888,4.06E-06,5.59E-09,5.29E-09,3.03E-07,1.63E-10,2.40E-10,0.040545,1.41E-07,8.09E-07,1,0.017525,0.0084718,0.0044124,1.28E-08,1,0.39093,0.36401,0.00077618,0.31646,0.40476,0.55263,0.78947,1
