baseline_presacc_mean,baseline_presacc_STD,baseline_presacc_raw_mean,baseline_presacc_raw_STD,max_visual,mean_visual,max_memory,mean_memory,max_visual_raw,mean_visual_raw,max_raw_memory,mean_memory_raw,Visual_response_STDFromMean,memRespSTDfromMean,above_mean+SD_visual_response,above_mean+SD_memory_response,last_baseline_mean,first_memory_mean,TaskType,baseline_max_raw,visual_response_strength,memory_response_strength,memory_presacc_raw_mean,visual_presacc_raw_mean,baseline_raw_mean,memory_latency,visual_latency,memory_raw_latency,visual_raw_latency,visual_vs_memory_ttest,baseline_vs_memory_ttest,baseline_presacc_max,baseline_max,memory_presacc_max,memory_max,visual_presacc_max,visual_max,baseline_presacc_mean_narrow,baseline_mean,memory_presacc_mean_narrow,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ranksum,memory_response_BC,baseline_presacc_max_raw,memory_presacc_max_raw,baseline_presacc_max_narrow,baseline_max_narrow,memory_presacc_mean_psth,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ttest_from_mean,visual_vs_baseline_ttest,memory_vs_baseline_ttest,visual_vs_memory_ztest,visual_vs_baseline_ztest,memory_vs_baseline_ztest,visual_vs_memory_ttest_h,visual_vs_baseline_ttest_h,memory_vs_baseline_ttest_h,memory_vs_presacc_baseline_ztest,last_baseline_max,first_memory_max,last_baseline_median,first_memory_median,baseline_presacc_median,baseline_median,memory_presacc_median,memory_median,visual_presacc_median,visual_median,memory_vs_baseline_median_ztest,memory_vs_baseline_median_kstest,baseline_modulation_perisacc_max_ranksum,memory_vs_baseline_median_ztest2,baseline_modulation_median,median_visual_response_BC,baseline_modulation_median_gauss,visual_response_median_gauss_BC,memory_response_gauss_mean_BC,memory_response_gauss_max_BC,memory_response_gauss_median_BC,baseline_presacc_gauss_mean,baseline_gauss_mean,baseline_presacc_gauss_mean_narrow,baseline_gauss_mean_narrow,visual_presacc_gauss_mean_narrow,visual_gauss_mean_narrow,baseline_presacc_gauss_max,baseline_gauss_max,memory_presacc_gauss_max,memory_gauss_max,visual_presacc_gauss_mean,visual_gauss_mean,baseline_presacc_gauss_median,baseline_gauss_median,memory_presacc_gauss_median,memory_gauss_median,visual_presacc_gauss_median,visual_gauss_median,baseline_narrow_gauss_mean,memory_narrow_gauss_mean,visual_narrow_gauss_mean,baseline_narrow_gauss_max,memory_narrow_gauss_max,visual_narrow_gauss_max,baseline_narrow_gauss_median,memory_narrow_gauss_median,visual_narrow_gauss_median,memory_gauss_mean_BC,memory_response_gauss_max_BC2,memory_response_gauss_median_BC_narrow,visual_response_gauss_mean_narrow_BC,visual_response_gauss_max_narrow_BC,visual_vs_baseline_gauss_median_narrow,visual_response_mean3_BC,memory_1st_vs_4th_Q_max_ranksum,visual_1st_vs_4th_Q_max_ranksum,new_saccade_baseline_max_ranksum,visual_geomean,visual_geomean_BC,memory_median_latency,visual_median_latency,visual_vs_base_median_p,memory_latency_in_50ms_of_max,visual_latency_in_50ms_of_max,memory_latency_sliding_ranksum,visual_latency_sliding_ranksum,memory_latency_sliding_above_baseline,visual_latency_sliding_above_baseline,memory_latency2,visual_latency2,baseline_presacc_spike_median,baseline_spike_median,memory_presacc_spike_median,memory_spike_median,visual_presacc_spike_median,visual_spike_median,baseline_modulation_spike_median,memory_response_spike_median_BC,visual_response_spike_median_BC,visual_response_spike_median ,memory_response_strength_vs_2D_baseline,memory_response_2D_mean_BC,memory_response_2D_median_BC,early_baseline_mean,early_baseline_max,early_baseline_median,last_memory_mean,last_few_memory_mean,last_memory_max,last_few_memory_max,last_memory_median,last_few_memory_median,visual_modulation_max_perisaccadic,baseline_presacc_median_raw2,baseline_median_raw2,memory_presacc_median_raw2,memory_median_raw2,visual_presacc_median_raw2,visual_median_raw2,baseline_modulation_mean,baseline_modulation_median_ranksum,baseline_presacc_narrowwindow_median,baseline_narrowwindow_median,baseline_presacc_narrowwindow_mean,baseline_narrowwindow_mean,baseline_presacc_narrowwindow_max,baseline_narrowwindow_max,visual_median_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_presacc_narrowwindow_max,visual_narrowwindow_max,memory_narrowwindow_median,memory_presacc_narrowwindow_mean,memory_narrowwindow_mean,memory_presacc_narrowwindow_max_narrow,memory_narrowwindow_max,baseline_modulation_perisacc_median_narrow_window,baseline_modulation_perisacc_mean_narrow_window,baseline_modulation_max_perisacc_narrow,visual_modulation_median,visual_modulation_mean_narrow,visual_modulation_perisacc_max,visual_median_BC,visual_response_mean5_BC,visual_response_peak_BC,memory_vs_base_median_p,memory_response_spike_mean_narrow_BC,memory_response_peak_BC,baseline_median_perisaccadic_modulation,baseline_mean_perisaccadic_modulation,baseline__modulation_perisacc_max,visual_median_perisaccadic_modulation2,visual_mean_perisaccadic_modulation,baseline_pre_vs_eyepos_median,baseline_pre_vs_eyepos_mean,baseline_pre_vs_eyepos_max,baseline_modulation_max,mem_vs_vis_indices,memory_pre_vs_post_sacc,baseline_VS_memory_mean_Indices,pre_vs_post_baseline_mean_indices,subject
0.001,0,0.001,0.001,3.8492,0.001,2.1622,0.001,12.987,10.011,2.9644,0.74601,3.8482,1.9515,0,0,0,0,4,0.001,5.24E-05,0.044185,0.80225,4.179,1,136,378,-91,-101,5.71E-05,0.11011,0,6.1728,9.6618,26.57,37.698,65.476,0,0.55006,0.65767,2.4513,4.204,7.8186,5.27E-06,0.045354,0,2.9644,0,55.556,10.87,21.739,17.857,35.714,1.84E-06,0.015355,0.10955,-4.4058,-2.6448,-1.6917,1,1,0,-2.3122,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.60678,0.26778,0.25125,1,0,0.55153,0.68633,0.81894,4.1722,3.7248,0,4.4327,7.0813,7.5544,27.194,26.786,0,0,0,0,0.23528,0.62363,0.026843,0.73108,4.3865,0.5999,3.7506,15.788,0,0.038105,1.9853,0.47486,0.47485,0.34709,0.38346,0.43714,0.43663,7.44E-05,1,1,0.073313,0,1,-124,-124,1,3333,4445,3452,-77,6125,-56,136,378,0,0,0,1,0,2,1,0.28571,0.00049798,8.33E-06,0.088371,0.090707,1,0.9901,11.111,0,0,1.9802,0,22.222,0,0,0.0068599,0,0,0.98814,0.98814,3.2468,3.2468,1,1,0,0,0,0,0,0,0,3.3069,12.099,21.825,65.476,0,0.8762,4.2626,7.2464,24.155,1,1,1,1,3.09E-05,7.63E-05,1,6.74E-05,5.24E-05,1,0.015998,0.015998,1,1,1,1,0.0040866,1,1,1,1,0.42268,0.46667,0.62295,1,1
0.001,1,2.9253,3.8211,0.001,0.001,4.3671,0.001,0.001,0.001,8.0214,0.77912,0,4.3661,0,0,4.9505,14.851,4,28.409,1,0.99934,1.7472,0.001,2.126,28,-124,1,1500,0.05678,0.00032161,27.778,69.444,20.697,23.965,0,0,3.0941,6.8069,1.7149,2.5993,0,0,0.97367,0.99911,11.364,6.2389,62.5,125,19.608,19.608,0,0,0.096947,1,0.0044306,1.9377,1,3.1236,0,0,1,-0.012674,55.556,55.556,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0.99986,0.99931,0.36446,2.9802,6.58,1.6561,2.1675,0,0,19.848,49.744,14.033,16.679,0,0,0,0,0,0.034369,0,0,5.9096,0.7469,0,34.821,4.0583,0,0.65731,0.10586,0,0.99997,0.99998,0.99986,1,1,1,1,1,1,1,0,1,28,-124,1,3333,4445,3452,3452,-87,6125,28,-124,0,1.5,0,1,0,0,0.071429,0.6,1,1,0.0014438,0.0019412,1,7.9208,77.778,0,0,0,0,0,0,0,1,0,0,0.89127,0,0,0,0.076146,1,0,0,3.6765,11.302,20.833,62.5,0,0,0,0,0,0,2.2427,4.0369,14.161,20.697,1,0.030769,0.031857,1,1,1,1,1,1,1,0.99848,0.99807,1,0.37343,0.22331,1,1,1,0.2,0.2,0.018648,-1,0.073171,-0.48688,0.42857,1
0.001,1,2.869,3.1761,20.337,4.1944,4.4186,0.001,36.364,31.061,9.9174,2.3261,20.336,4.4176,1,0,4.9505,4.9505,4,22.727,0.0075186,0.95428,3.314,0.81008,2.3706,48,142,1,296,0.00025073,0.11418,34.722,69.444,32.323,48.485,11.111,94.444,3.7816,7.4257,3.2303,5.5606,0.9901,15.952,4.10E-06,0.83485,17.045,6.6116,125,62.5,18.182,18.182,50,150,7.95E-09,5.13E-07,0.26784,-4.4601,-3.8721,0.97349,1,1,0,-1.2138,55.556,55.556,0,0,0,0,0,0,0,0,1,1,0,2.6697,1,1,1,0.18406,0.23823,0.24873,0.5898,3.6335,3.7757,3.2181,3.7982,0.93752,2.8339,24.167,19.985,23.946,25.989,8.2223,18.419,0.16979,1.1756,0.062377,0.40421,0,0.65616,2.4527,3.8819,2.5317,12.386,14.156,10.157,0.2191,1.3786,1.2952,0.21481,0.31532,0.18611,0.11713,0.11695,0.18406,0.00041135,1,1,0.98176,0,1,-124,142,1,3333,4445,-12,101,-60,22,48,142,0,0,0,2,0,4,0.66667,0.0014533,0.0010823,0.0010823,0.096243,0.34129,1,7.9208,66.667,0,9.901,6.9307,55.556,55.556,0,0,0.00013918,0,0,3.3058,1.6529,0,4.5455,0.11655,1,0,6.9444,2.5871,13.617,13.889,69.444,5.5556,0,22.658,0,94.444,0,4.2187,9.2692,24.242,46.465,1,0.017716,0.017716,0.18406,3.08E-05,2.55E-05,0.81699,0.055281,0.16118,0.9962,0.91939,0.9616,1,0.68671,1,1,5.39E-05,1,0.91298,1,0.16099,0.32155,0.2,-0.17773,0.33333,1
0.001,1,3.1503,3.8932,7.7953,1.7273,1.1855,0.001,50,36.364,8.2645,2.8296,7.7943,1.1845,1,0,9.901,9.901,4,17.045,0.00018282,0.88384,6.3906,3.4203,2.3517,-124,144,1,312,1.60E-09,0.24714,27.778,69.444,48.485,55.556,33.333,127.78,3.4378,8.0446,6.5307,6.5907,3.5754,26.128,2.12E-07,0.95315,11.364,9.9174,62.5,62.5,27.273,18.182,100,150,2.96E-13,2.91E-08,0.51701,-5.0577,-3.7732,1.6761,1,1,0,-1.5751,55.556,55.556,0,0,0,0,0,0,0,0,1,1,0,-0.33371,1,1,1,0.5,0.2131,0.25543,0.60444,3.4292,3.9367,6.4895,4.6249,3.5769,5.7514,18.455,22.78,34.867,29.466,23.954,37.288,0.2191,1.1756,1.4331,0.40387,0.044318,0.13583,3.7298,4.7353,4.2871,14.911,20.022,18.26,0.44972,1.1603,0.4864,0.21736,0.16763,0.21236,0.36257,0.4533,0.12774,2.29E-05,1,1,0.68346,0,1,-124,144,1,3333,4445,305,8,-10,48,305,144,0,1,0,2,0,4,0.083333,0.010219,0.0010823,0.0010823,0.2423,0.098139,1,6.9307,55.556,0,9.901,4.9505,55.556,44.444,0,0,0.00013494,0,0,6.6116,2.4793,0,13.636,0.066667,1,0,0,4.902,14.161,27.778,69.444,22.222,2.1786,34.532,27.778,127.78,1.0101,6.9519,10.715,38.384,53.535,1,0.028749,0.081585,0.016795,7.47E-05,0.00012798,0.068627,0.00011426,0.0027424,0.3693,0.98334,0.9002,1,0.9021,0.9021,1,8.06E-05,1,0.61492,1,0.081585,0.39394,0.067961,-0.11111,0.42857,1
4.46E-16,1,9.6197,10.469,3.8103,0.10356,2.9959,0.001,12.121,11.616,9.828,2.0746,3.8103,2.9959,1,1,4.9505,14.851,4,28.409,0.8293,0.80953,2.8462,1.5902,2.2012,-34,-30,1,1500,0.45748,0.51218,69.444,55.556,22.523,46.547,18.519,55.556,10.039,6.5319,2.9733,4.9208,1.4301,5.7572,0.48693,0.8914,39.773,8.5995,125,62.5,40.541,27.027,33.333,66.667,0.58767,0.014783,0.35749,-0.032757,-2.4297,1.234,0,1,0,1.8961,55.556,111.11,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.12821,0.17532,0.88853,0.83327,0.5541,9.8529,5.8092,2.9089,4.5908,1.4555,5.1513,47.264,39.771,15.839,31.768,13.155,39,1.1812,0.2191,0.97556,0.34162,0,0.18885,3.3058,3.9625,4.796,14.306,17.976,26.077,1.3865,1.0451,0.52693,0.5856,0.59227,0.33524,0.0010877,0.0010288,0.039801,0.92759,1,1,0.37518,0,1,-124,-30,1,3333,4445,-92,3452,-65,402,-34,-30,0,2,0,1,0,1,0.012121,0.93215,0.0029138,0.00026934,0.40069,0.22923,1,6.9307,55.556,0,0,2.5303,0,33.333,0,0,0.0085307,5.6818,0,2.457,1.2285,0,0,0.45066,1,0,0,10.621,8.5784,62.5,48.611,0,0.21786,9.7313,3.7037,51.852,0,3.9746,8.3907,18.018,45.045,1,0.68392,0.6993,1,0.00024517,0.00043237,1,0.51413,0.52826,1,0.56661,0.64836,1,0.045066,0.38881,1,0.0075565,1,0.020202,0.039161,0.49464,0.088235,0.34783,-0.088235,-0.11111,1
0.001,1,2.9815,3.8194,0.001,0.001,5.0829,0.001,0.001,0.001,6.2389,0.6168,0,4.5095,0,0,4.9505,14.851,4,17.045,1,0.99864,1.156,0.001,1.4675,26,-124,1,1500,0.16749,0.0033898,27.778,55.556,13.072,19.608,0,0,3.0941,4.9505,1.1325,2.1032,0,0,0.92899,0.99774,11.364,3.5651,62.5,125,19.608,19.608,0,0,0.21538,1,0.042362,1.4683,1,2.8398,0,0,1,0.57734,55.556,55.556,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0.99985,0.99872,1,3.004,5.4323,1.1123,1.6953,0,0,19.848,39.771,9.3431,13.531,0,0,0,0,0.034369,0,0,0,4.3964,0.60827,0,25.998,3.7881,0,0.43821,0,0,0.99998,0.99998,0.99986,1,1,1,1,1,1,0.99897,0,1,26,-124,1,3333,4445,3452,3452,-49,6125,26,-124,0,1,0,2,0,0,0.0047619,0.34266,1,1,0.0029588,0.0048902,1,5.9406,66.667,0,0,0,0,0,0,0,1,0,0,0.89127,0,0,0,0.19953,1,0,0,3.6765,8.5784,20.833,48.611,0,0,0,0,0,0,1.4311,3.4602,9.8039,17.429,1,0.12758,0.12758,1,1,1,1,1,1,1,0.99429,0.99574,1,0.81943,0.56706,1,1,1,0.49744,0.71282,0.11142,-1,0.2,-0.47826,0.33333,1
7.46E-16,1,7.5383,10.294,12.758,2.9543,4.1099,0.001,36.364,28.03,24.793,4.644,12.758,4.1099,1,1,9.901,12.651,4,51.136,0.014397,0.93736,9.2627,0.9901,6.4344,42,140,1,1500,1,0.011005,55.556,145.83,78.788,88.889,11.111,88.889,8.0446,17.946,9.2309,10.461,0.9901,14.411,0.15111,0.95099,39.773,19.835,187.5,62.5,36.364,72.727,50,150,0.090047,0.00074977,0.0071505,-1.0317,-3.618,1.6545,0,1,1,-1.8839,111.11,55.556,0,0,0,0,0,0,0,0,1,1,0,1.1192,1,1,1,0.084039,0.67526,0.90937,0.34137,7.6579,9.4343,9.0911,8.2966,1.0655,3.3005,41.054,64.737,55.435,53.973,10.058,16.498,0.67264,2.0614,1.0127,0.51471,0,1.1158,6.2109,5.5793,3.769,29.864,25.791,9.6925,0.75956,1.3193,3.0089,0.70164,0.73874,0.69677,0.038936,0.038792,0.084039,0.036382,1,1,0.86775,0,1,42,140,1,3333,4445,-15,271,-55,103,42,140,0,1,0,3,0,3,0.10606,0.011838,0.0010823,0.0010823,0.13081,0.10237,1,22.772,177.78,0,9.901,11.881,111.11,100,0,0,0.00030702,5.6818,5.6818,8.2645,3.3058,0,4.5455,0.060451,1,0,6.9444,10.212,32.816,41.667,145.83,11.111,0,23.094,0,88.889,2.0202,10.101,17.092,54.545,85.859,1,0.015385,0.0051282,0.083744,2.88E-05,2.55E-05,0.58824,0.82376,0.92232,0.86846,0.97827,0.95744,1,0.17995,0.024709,1,0.00014846,1,0.68671,0.36472,0.010723,-2.40E-16,0.060241,-0.2426,0.44828,1
2.92E-16,1,11.87,8.6952,3.7555,0.001,4.9776,0.001,27.273,21.717,23.342,7.4686,3.7555,4.9766,1,1,9.901,9.901,4,51.136,0.55542,0.7548,9.1225,6.6607,9.1436,10,52,1,1500,0.36455,0.48816,83.333,104.17,60.06,93.093,48.148,81.481,11.826,16.845,9.3361,12.636,5.9406,10.818,0.88306,0.93625,28.409,14.742,125,125,54.054,40.541,66.667,66.667,0.44886,0.10477,0.13029,1.1904,-1.432,1.524,0,0,0,-0.32933,55.556,111.11,0,0,0,0,0,0,0,0,1,1,0,2.2087,1,1,0.78462,0.45274,0.70879,0.5418,0.5915,11.849,12.262,9.2571,11.39,6.1225,7.8574,56.966,59.348,43.184,55.802,34.26,49.126,3.1458,3.3679,2.551,4.0305,0.49668,0.81513,9.9931,9.0842,6.0915,38.159,35.978,24.454,4.7285,3.5772,1.6805,0.62325,0.61353,0.65661,0.31702,0.3481,0.3847,0.65552,1,1,0.87309,0,1,-124,-124,1,7,4445,-71,-125,-58,-125,7,52,0,6,1,3,0,3,0.0011655,0.98656,0.030886,0.0015083,0.51129,0.13514,1,17.822,111.11,0,4.9505,10.341,55.556,88.889,0,0,0.022337,11.364,5.6818,8.5995,6.1425,6.0606,3.0303,0.2216,1,0,6.9444,8.0338,25.599,48.611,104.17,0,3.8489,15.832,29.63,81.481,0,8.744,18.842,51.051,93.093,1,0.0082362,0.042269,1,0.0002311,0.00098294,0.92794,0.97045,0.91068,0.9864,0.92033,0.7548,1,0.69899,0.71608,1,0.076066,1,0.45921,0.98042,0.45486,-0.066514,0.21569,-0.056137,0.11111,1
0.001,1,32.122,13.091,4.2528,1.1556,5.9466,0.001,54.545,50.505,15.971,4.9994,4.2518,5.9466,1,0,44.554,8.2508,4,90.909,0.15958,0.99999,5.0843,21.092,33.019,36,184,1,1500,2.27E-07,3.97E-07,145.83,180.56,30.03,64.565,92.593,170.37,32.316,43.661,5.233,8.6076,20.389,39.897,4.65E-06,0.99999,68.182,9.828,125,125,27.027,27.027,133.33,166.67,2.45E-08,0.019055,1.59E-08,-4.4328,-2.3664,4.25,1,1,1,3.9416,222.22,55.556,0,0,20.833,20.833,1.5015,3.003,7.4074,33.333,2.6172,0.99557,0,4.0187,0.61927,0.16628,0.87848,0.065837,0.99998,0.99995,1,32.471,36.361,5.1676,6.278,20.341,27.844,99.575,97.089,22.761,36.382,63.67,85.341,27.848,29.778,2.6413,2.4339,15.787,22.006,35.199,5.4993,25.856,84.251,20.671,72.387,30.524,2.4982,19.766,0.99995,0.99997,0.99996,0.20329,0.09201,0.23186,0.22867,1,1,0.99991,0,1,36,-124,0.16628,3333,5,171,-67,13,14,36,184,4,9,0,1,0,6,0.00087413,0.99994,0.15228,0.00030816,1.22E-05,2.46E-05,0.010387,43.124,177.78,22.222,16.502,7.2607,55.556,55.556,0,0,0.003244,28.409,28.409,4.914,4.914,18.182,33.333,0.22471,1,27.778,34.722,30.093,50.109,104.17,180.56,37.037,24.909,52.796,85.185,166.67,3.003,5.6527,13.101,22.523,63.063,1,0.049883,0.034033,0.030752,0.0055867,0.0012297,0.43788,0.25899,0.62048,0.99997,0.99999,0.99999,1,0.77327,0.45486,0.004902,0.0089821,0.2,0.079099,0.36783,0.15882,0.45036,0.36508,-0.4732,0.10638,1
2.15E-16,1,12.601,8.5267,2.5164,0.001,8.7378,0.84879,30.303,23.737,27.027,8.7093,2.5164,8.7368,1,1,39.054,4.9505,4,56.818,0.2085,0.98778,6.7385,12.691,13.602,-64,16,1,1500,0.91746,0.014545,83.333,145.83,55.556,105.11,81.481,103.7,11.895,22.621,7.121,15.818,12.725,16.832,0.34243,0.94121,28.409,11.057,187.5,187.5,40.541,67.568,100,100,0.69233,0.25862,0.046148,-0.40585,-1.3127,1.565,0,0,1,-1.3439,166.67,55.556,55.556,0,0,13.889,0,0,0,0,3.1181,0.99909,1,0.82739,0.46667,1,0.6345,0.47436,0.91176,0.95397,0.65593,12.011,20.432,7.0213,14.744,12.696,14.182,58.013,91.394,37.806,70.567,55.457,65.059,3.3981,9.4894,1.405,4.8275,3.8464,4.356,22.398,12.725,12.344,78.155,46.422,38.449,11.886,7.186,8.6125,0.97904,0.9921,0.82049,0.35414,0.44137,0.45688,0.086874,1,1,0.97071,0,1,-64,-124,0.97973,-47,4445,-17,-22,25,129,25,16,0,5,0,2,1,4,0.0050505,0.98365,0.00051419,3.95E-05,0.026546,0.12473,0.0024056,20.572,133.33,11.111,35.204,23.872,166.67,155.56,0,0,0.13553,17.045,11.364,6.1425,6.1425,12.121,12.121,0.022067,0.46667,0,13.889,12.936,34.314,62.5,145.83,7.4074,12.636,24.11,62.963,103.7,7.5075,7.3309,23.376,36.036,102.1,0.46667,0.0009324,0.005439,0.28826,0.0097789,0.028382,0.76936,0.97269,0.9799,0.79599,0.9931,0.99115,1,0.32665,0.076146,1,0.094641,1,0.05843,0.051282,0.010878,-0.0067114,0.30841,-0.1623,0.27273,1
1.94E-15,1,24.021,9.6384,2.2977,0.14389,11.303,0.57945,51.515,45.455,66.339,21.645,2.2977,11.303,1,1,53.355,9.901,4,102.27,0.032642,0.72382,19.23,24.122,29.369,-56,10,136,1500,0.094446,0.72999,111.11,187.5,109.61,180.18,122.22,151.85,23.927,47.442,19.207,34.564,23.616,31.426,0.80477,0.99726,39.773,30.713,125,187.5,67.568,67.568,133.33,133.33,0.41209,0.14852,0.0057764,0.85878,-1.6597,2.7771,0,0,1,-2.257,166.67,111.11,55.556,0,6.9444,20.833,0,3.003,3.7037,14.815,2.6172,0.99557,1,1.5904,0.11888,0.23511,0.026107,0.18051,0.96133,0.71872,0.98705,23.835,40.196,19.088,30.857,23.781,26.766,80.93,125.81,76.122,117.1,86.579,82.62,13.207,31.832,10.327,18.943,14.626,19.033,31.604,25.924,27.612,92.853,79.094,70.932,25.814,17.48,20.668,0.89647,0.88606,0.92518,0.17532,0.44227,0.20866,0.077637,1,1,0.91675,0,1,-56,-124,0.71445,-45,4445,-66,-18,46,-59,46,10,2,7,2,5,2.5,6,0.0032051,0.9783,0.0061703,0.00013128,0.57348,0.0060069,0.010387,49.395,200,11.111,42.904,40.814,222.22,233.33,0,0,0.070973,22.727,22.727,18.428,15.971,21.212,27.273,0.0006216,0.56923,6.9444,34.722,25.327,56.1,104.17,187.5,25.926,23.82,38.272,92.593,151.85,18.018,17.871,46.429,76.577,178.68,0.11888,0.0010878,0.0032634,0.026652,0.015757,0.002044,0.77197,0.99162,0.97549,0.94413,0.94564,0.72349,0.56923,0.006993,0.0032634,0.078845,0.04849,1,0.13613,0.67754,0.0032634,-0.085318,0.24352,-0.019908,0.25581,1
0.001,0.96012,2.0306,0.96012,1.6357,0.001,0.75543,0.001,5.8651,4.3988,2.1645,0.6558,1.6347,0.55099,0,0,0,0,4,3.7879,0.0021246,0.31992,1.4091,2.3373,0.70776,-124,-56,1,12,0.028456,0.77807,23.148,24.471,13.228,25.794,25.09,39.427,2.1347,2.2526,1.3555,2.6128,2.2002,3.5133,0.04046,0.23953,4.329,2.7056,11.905,11.905,11.905,11.905,16.129,16.129,0.1638,0.081794,0.45505,-1.7454,-2.0895,-0.7078,0,0,0,-1.2871,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.082649,1,0.10778,0.13574,0.0065378,2.1097,0.57221,1.3695,1.451,2.1861,1.5967,16.548,5.7348,9.9548,9.1443,18.148,14.993,0.11074,0,0.041764,0.10828,0,0,0.33561,1.8579,2.1659,2.2368,7.3504,9.9429,0.020867,0.6371,0.16963,0.0087178,0.0101,0.00074983,0.87539,0.8541,0.75461,0.0020487,1,1,0.0048701,0,1,-124,-124,1,3333,4445,62,-124,25,82,62,-56,0,1,0,1,0,1,9.61E-21,0.28757,8.37E-19,4.10E-09,0.63983,0.47907,1,0.9901,11.111,0,0,0.9901,0,11.111,0,0,0.02436,2.1645,0.54113,1.6234,0.54113,2.9326,1.4663,0.54898,1,0,0,2.0101,3.9164,11.905,21.825,0,2.8814,6.9576,19.713,39.427,0,1.232,4.3832,7.2751,24.471,1,0.027116,0.032069,1,0.00087082,0.0035302,1,0.0015708,0.001907,1,0.17188,0.21442,1,0.007057,0.042794,1,0.018332,1,0.07719,0.1056,0.61082,0.20903,0.32203,0.026316,0.027778,1
4.33E-15,1,24.951,3.4117,3.6974,0.001,0.48872,0.001,56.474,53.26,26.738,16.475,3.6974,0.48772,1,0,24.752,24.752,4,26.427,0.00035579,0.50414,24.371,30.685,17.197,-124,82,1,257,0.027103,0.95,117.57,133.72,111.76,133.33,127.95,151.52,24.593,26.147,24.086,24.021,29.853,30.486,0.0013015,0.93695,32.77,36.364,46.512,58.14,70.588,41.176,90.909,121.21,0.0024705,0.85708,0.16529,-3.0111,-0.99428,1.5297,1,0,0,0.23795,166.67,222.22,0,0,7.7519,7.7519,7.8431,7.1895,11.785,10.101,0.19603,0.57771,0,1.4347,0.00085628,0.28465,0.272,0.49744,0.99609,0.89312,0.9956,24.59,20.408,24.061,15.599,29.93,26.656,82.711,67.266,80.008,60.784,89.607,83.195,16.045,14.174,16.341,8.5269,22.405,20.227,19.621,16.096,26.881,54.937,47.073,69.245,14.116,11.324,22.929,0.94829,0.92474,0.92558,0.26697,0.2818,0.2793,0.010532,1.84E-15,1,0.16246,0,1,-124,-124,0.28465,3333,4445,-33,-36,41,76,41,82,2,7,2,6,2,8,4.61E-25,0.84336,1.41E-14,6.90E-10,0.99447,0.12686,0.84868,24.752,122.22,0,34.653,28.713,166.67,144.44,0,11.111,0.0072982,24.841,17.442,23.529,16.578,30.303,24.793,0.33076,1,10.982,20.026,23.737,34.542,93.669,131.78,25.253,28.587,41.064,95.96,151.52,14.379,23.26,33.564,88.889,132.03,0.017739,3.20E-06,2.15E-07,0.16612,0.0011762,2.38E-05,0.22852,0.021109,0.0098195,0.92431,0.6364,0.48068,0.0054837,0.0015465,0.5391,0.62417,0.16004,0.0054837,0.00011275,0.00011856,0.018143,0.06383,0.088,-0.0014514,0.064267,1
0.001,1,10.142,2.5422,6.7557,0.001,2.9814,0.001,63.361,54.408,19.786,7.9151,6.7547,2.9804,0,0,14.851,9.901,4,18.499,1.07E-11,0.092382,12.76,17.293,7.7234,82,80,288,-20,0.0049522,0.18325,68.475,95.607,78.431,105.23,101.01,133,10.208,13.675,12.923,14.276,17.168,22.802,2.98E-06,0.43301,16.385,19.251,34.884,29.07,29.412,35.294,75.758,106.06,6.41E-06,0.044242,0.60436,-4.5278,-1.7663,-0.16872,1,1,0,-3.168,111.11,55.556,0,0,0,0.64599,1.3072,0,1.6835,3.367,1.0059,0.84276,1,-1.2115,0.044229,0.011321,0.68964,0.71765,0.40213,0.28093,0.77131,10.254,8.4648,12.766,8.8256,17.046,15.75,49.576,42.794,55.345,48.465,69.801,68.909,3.3906,2.4542,5.5044,2.1544,9.5112,7.1858,9.0441,10.24,13.799,30.588,34.216,42.386,5.0318,5.6062,9.0582,0.39361,0.31308,0.6159,0.96434,0.97709,0.91428,4.40E-10,1.84E-15,1,0.0031604,0,1,-124,80,0.065723,3333,4445,13,-29,-2,37,82,80,0,3,0,4,1,4,2.89E-25,0.39642,1.28E-16,1.82E-10,0.18476,0.86602,0.32587,10.891,77.778,0,39.604,17.822,277.78,133.33,0,0,0.002375,10.042,6.871,12.299,8.0214,17.906,13.774,0.0014167,0.32297,1.938,2.584,8.6766,20.216,41.99,92.377,11.785,21.225,32.119,87.542,133,5.2288,13.033,22.735,52.941,103.27,0.70372,5.96E-12,3.94E-12,0.50361,0.0029775,0.00018053,0.0027635,8.77E-07,3.02E-06,0.11286,0.17589,0.067747,1,0.25293,0.17681,0.28479,0.038676,1,0.077223,0.4648,4.87E-05,0.11656,0.14591,0.047907,0.16535,1
